"Gemeinde_Nr","Gemeinde_Name","Tierversuche_Ja_Anteil","Tierversuche_Nein_Anteil","Tierversuche_Text","Tabakwerbung_Ja_Anteil","Tabakwerbung_Nein_Anteil","Tabakwerbung_Text","Stempelabgaben_Ja_Anteil","Stempelabgaben_Nein_Anteil","Stempelabgaben_Text","Medien_Ja_Anteil","Medien_Nein_Anteil","Medien_Text"
1142,"Roggliswil LU",17.5,82.5,"Nein zur Volksinitiative ""Tier- und Menschenversuchsverbot"" in Roggliswil. Die Gemeinde hat das Volksbegehren mit 82,5 Prozent abgelehnt. Damit hat in Roggliswil die Ablehnung eines Verbots im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" noch einmal zugenommen. Damals betrug der Nein-Stimmen-Anteil 67 Prozent.",29.5,70.5,"Nein zum Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" in Roggliswil. Die Gemeinde hat das Volksbegehren mit 70,5 Prozent abgelehnt. Damit sind in Roggliswil im Vergleich zur letzten Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" weniger Stimmberechtigte gegen ein Verbot von Tabakwerbung. Damals betrug der Nein-Stimmen-Anteil 86,5 Prozent.",36.7,63.3,"63,3 Prozent der Stimmbürgerinnen und Stimmbürger von Roggliswil haben sich gegen das Bundesgesetz über die Stempelabgaben ausgesprochen.",31.8,68.2,"Nein zum Massnahmenpaket zugunsten der Medien in Roggliswil. Die Gemeinde hat die Vorlage mit 68,2 Prozent abgelehnt."
1143,"Schötz LU",13.4,86.6,"In Schötz hat die Stimmbevölkerung das Tier- und Menschenversuchsverbot abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 86,6 Prozent verworfen. Damit hat in Schötz die Ablehnung eines Verbots im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" noch einmal zugenommen. Damals betrug der Nein-Stimmen-Anteil 63,6 Prozent.",37,63,"In Schötz hat die Stimmbevölkerung die Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 63 Prozent verworfen. Damit sind in Schötz im Vergleich zur letzten Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" weniger Stimmberechtigte gegen ein Verbot von Tabakwerbung. Damals betrug der Nein-Stimmen-Anteil 78,8 Prozent.",37.8,62.2,"Mit 636 Nein zu 386 Ja haben die Stimmbürgerinnen und Stimmbürger von Schötz das Bundesgesetz über die Stempelabgaben abgelehnt. Das sind 62,2 Prozent.",46.3,53.7,"In Schötz hat die Stimmbevölkerung das Massnahmenpaket zugunsten der Medien abgelehnt. Die Vorlage wurde mit einem Nein-Stimmen-Anteil von 53,7 Prozent verworfen."
1145,"Ufhusen LU",13.8,86.2,"In Ufhusen hat die Stimmbevölkerung das Tier- und Menschenversuchsverbot abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 86,2 Prozent verworfen. Damit hat in Ufhusen die Ablehnung eines Verbots im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" noch einmal zugenommen. Damals betrug der Nein-Stimmen-Anteil 73,4 Prozent.",25.5,74.5,"In Ufhusen hat die Stimmbevölkerung die Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 74,5 Prozent verworfen. Damit sind in Ufhusen im Vergleich zur letzten Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" weniger Stimmberechtigte gegen ein Verbot von Tabakwerbung. Damals betrug der Nein-Stimmen-Anteil 85,4 Prozent.",32.3,67.7,"Mit 191 Nein zu 91 Ja haben die Stimmbürgerinnen und Stimmbürger von Ufhusen das Bundesgesetz über die Stempelabgaben abgelehnt. Das sind 67,7 Prozent.",34.6,65.4,"In Ufhusen hat die Stimmbevölkerung das Massnahmenpaket zugunsten der Medien abgelehnt. Die Vorlage wurde mit einem Nein-Stimmen-Anteil von 65,4 Prozent verworfen."
1146,"Wauwil LU",17.4,82.6,"Nein zum Tier- und Menschenversuchsverbot in Wauwil: Mit 516 Nein- zu 109 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 82,6 Prozent. Damit hat in Wauwil die Ablehnung eines Verbots im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" noch einmal zugenommen. Damals betrug der Nein-Stimmen-Anteil 67,6 Prozent.",40.3,59.7,"Nein zur Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" in Wauwil: Mit 378 Nein- zu 255 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 59,7 Prozent. Damit sind in Wauwil im Vergleich zur letzten Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" weniger Stimmberechtigte gegen ein Verbot von Tabakwerbung. Damals betrug der Nein-Stimmen-Anteil 85,3 Prozent.",40.1,59.9,"In Wauwil hat das Bundesgesetz über die Stempelabgaben keine Mehrheit gefunden: 59,9 Prozent haben die Vorlage abgelehnt.",38.4,61.6,"Nein zum Massnahmenpaket zugunsten der Medien in Wauwil: Mit 384 Nein- zu 239 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 61,6 Prozent."
1147,"Wikon LU",22.8,77.2,"Nein zum Tier- und Menschenversuchsverbot in Wikon: Mit 295 Nein- zu 87 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 77,2 Prozent. Damit hat in Wikon die Ablehnung eines Verbots im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" noch einmal zugenommen. Damals betrug der Nein-Stimmen-Anteil 59,8 Prozent.",42.2,57.8,"Nein zur Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" in Wikon: Mit 223 Nein- zu 163 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 57,8 Prozent. Damit sind in Wikon im Vergleich zur letzten Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" weniger Stimmberechtigte gegen ein Verbot von Tabakwerbung. Damals betrug der Nein-Stimmen-Anteil 82,2 Prozent.",35.2,64.8,"In Wikon hat das Bundesgesetz über die Stempelabgaben keine Mehrheit gefunden: 64,8 Prozent haben die Vorlage abgelehnt.",44.1,55.9,"Nein zum Massnahmenpaket zugunsten der Medien in Wikon: Mit 213 Nein- zu 168 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 55,9 Prozent."
1150,"Zell LU",17,83,"Zell LU hat die Volksinitiative ""Tier- und Menschenversuchsverbot"" mit 83 Prozent abgelehnt. Damit hat in Zell LU die Ablehnung eines Verbots im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" noch einmal zugenommen. Damals betrug der Nein-Stimmen-Anteil 70 Prozent.",33.7,66.3,"Zell LU hat die Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" mit 66,3 Prozent abgelehnt. Damit sind in Zell LU im Vergleich zur letzten Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" weniger Stimmberechtigte gegen ein Verbot von Tabakwerbung. Damals betrug der Nein-Stimmen-Anteil 78,4 Prozent.",40.5,59.5,"Zell LU hat das Bundesgesetz über die Stempelabgaben mit 59,5 Prozent Nein-Stimmen verworfen.",44,56,"Zell LU hat das Massnahmenpaket zugunsten der Medien mit 56 Prozent abgelehnt."
1151,"Willisau LU",14.8,85.2,"Keine Mehrheit für die Volksinitiative ""Tier- und Menschenversuchsverbot"" in Willisau: Mit 2'390 Nein-Stimmen zu 415 Ja-Stimmen oder 85,2 Prozent hat die Gemeinde das Volksbegehren verworfen. Wegen der Veränderung der Gemeindestruktur ist ein Vergleich mit der Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" in Willisau nicht möglich.",39.2,60.8,"Keine Mehrheit für die Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" in Willisau: Mit 1'715 Nein-Stimmen zu 1'107 Ja-Stimmen oder 60,8 Prozent hat die Gemeinde das Volksbegehren verworfen. Wegen der Veränderung der Gemeindestruktur ist ein Vergleich mit der Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" in Willisau nicht möglich.",38.7,61.3,"In Willisau ist das Bundesgesetz über die Stempelabgaben mit 61,3 Prozent gescheitert.",49.1,50.9,"Keine Mehrheit für das Massnahmenpaket zugunsten der Medien in Willisau: Mit 1'424 Nein-Stimmen zu 1'375 Ja-Stimmen oder 50,9 Prozent hat die Gemeinde die Vorlage verworfen."
1201,"Altdorf UR",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt."
1202,"Andermatt UR",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt."
1203,"Attinghausen UR",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt."
1205,"Bürglen UR",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt."
1206,"Erstfeld UR",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt."
1207,"Flüelen UR",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt."
1208,"Göschenen UR",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt."
1209,"Gurtnellen UR",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt."
1210,"Hospental UR",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt."
1211,"Isenthal UR",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt."
1212,"Realp UR",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt."
1213,"Schattdorf UR",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt."
1214,"Seedorf UR",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt."
1215,"Seelisberg UR",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt."
1216,"Silenen UR",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt."
1217,"Sisikon UR",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt."
1218,"Spiringen UR",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt."
1219,"Unterschächen UR",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt."
1220,"Wassen UR",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt."
1301,"Einsiedeln SZ",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt."
1311,"Gersau SZ",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt."
1321,"Feusisberg SZ",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt."
1322,"Freienbach SZ",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt."
1323,"Wollerau SZ",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt."
1331,"Küssnacht SZ",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt."
1341,"Altendorf SZ",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt."
1342,"Galgenen SZ",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt."
1343,"Innerthal SZ",14.1,85.9,"Mit 61 Nein- zu 10 Ja-Stimmen hat die Gemeinde Innerthal die Volksinitiative ""Tier- und Menschenversuchsverbot"" verworfen. Damit hat in Innerthal die Ablehnung eines Verbots im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" noch einmal zugenommen. Damals betrug der Nein-Stimmen-Anteil 63,8 Prozent.",24.3,75.7,"Mit 53 Nein- zu 17 Ja-Stimmen hat die Gemeinde Innerthal die Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" verworfen. Damit sind in Innerthal im Vergleich zur letzten Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" weniger Stimmberechtigte gegen ein Verbot von Tabakwerbung. Damals betrug der Nein-Stimmen-Anteil 86,4 Prozent.",23.2,76.8,"Innerthal hat das Bundesgesetz über die Stempelabgaben mit 53 Nein- zu 16 Ja-Stimmen verworfen.",24.6,75.4,"Mit 52 Nein- zu 17 Ja-Stimmen hat die Gemeinde Innerthal das Massnahmenpaket zugunsten der Medien verworfen."
1344,"Lachen SZ",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt."
1345,"Reichenburg SZ",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt."
1346,"Schübelbach SZ",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt."
1347,"Tuggen SZ",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt."
1348,"Vorderthal SZ",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt."
1349,"Wangen SZ",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt."
1361,"Alpthal SZ",15.5,84.5,"In Alpthal hat die Volksinitiative ""Tier- und Menschenversuchsverbot"" keine Mehrheit gefunden. Auf 84,5 Prozent der abgegebenen Stimmzettel stand ein Nein. Damit hat in Alpthal die Ablehnung eines Verbots im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" noch einmal zugenommen. Damals betrug der Nein-Stimmen-Anteil 80 Prozent.",26.5,73.5,"In Alpthal hat die Initiative  ""Kinder und Jugendliche ohne Tabakwerbung"" keine Mehrheit gefunden. Auf 73,5 Prozent der abgegebenen Stimmzettel stand ein Nein. Damit sind in Alpthal im Vergleich zur letzten Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" weniger Stimmberechtigte gegen ein Verbot von Tabakwerbung. Damals betrug der Nein-Stimmen-Anteil 85 Prozent.",38.5,61.5,"Alpthal ist gegen das Bundesgesetz über die Stempelabgaben: Die Gemeinde hat die Vorlage mit 61,5 Prozent Nein verworfen.",19.6,80.4,"In Alpthal hat das Massnahmenpaket zugunsten der Medien keine Mehrheit gefunden. Auf 80,4 Prozent der abgegebenen Stimmzettel stand ein Nein."
